Local time,Open,High,Low,Close,Volume
06.08.2020 16:05:00.000 GMT+0530,1.18469,1.18483,1.18434,1.18456,3608970092.7735
06.08.2020 16:10:00.000 GMT+0530,1.18456,1.18471,1.18414,1.18465,4569500000.0001
06.08.2020 16:15:00.000 GMT+0530,1.18464,1.18509,1.18458,1.18488,3573419982.9101996
06.08.2020 16:20:00.000 GMT+0530,1.18487,1.18498,1.18416,1.18432,3828929992.6758003
06.08.2020 16:25:00.000 GMT+0530,1.18432,1.18470,1.18413,1.18429,3737130035.4005
06.08.2020 16:30:00.000 GMT+0530,1.18430,1.18441,1.18384,1.18395,3590129974.3652
06.08.2020 16:35:00.000 GMT+0530,1.18394,1.18418,1.18322,1.18399,4228250000
06.08.2020 16:40:00.000 GMT+0530,1.18397,1.18397,1.18335,1.18390,3611559997.5587006
06.08.2020 16:45:00.000 GMT+0530,1.18389,1.18396,1.18353,1.18384,3893739990.2344
06.08.2020 16:50:00.000 GMT+0530,1.18384,1.18457,1.18383,1.18455,3333320007.3242006
06.08.2020 16:55:00.000 GMT+0530,1.18455,1.18502,1.18452,1.18465,3472300048.8282003
06.08.2020 17:00:00.000 GMT+0530,1.18463,1.18490,1.18424,1.18485,4609449951.1719
06.08.2020 17:05:00.000 GMT+0530,1.18485,1.18496,1.18411,1.18417,5939590087.890699
06.08.2020 17:10:00.000 GMT+0530,1.18417,1.18476,1.18416,1.18448,3408829956.0547
06.08.2020 17:15:00.000 GMT+0530,1.18450,1.18478,1.18422,1.18441,3066720031.7383
06.08.2020 17:20:00.000 GMT+0530,1.18441,1.18499,1.18429,1.18477,4279590026.8556004
06.08.2020 17:25:00.000 GMT+0530,1.18477,1.18496,1.18433,1.18475,4395860046.3868
06.08.2020 17:30:00.000 GMT+0530,1.18475,1.18497,1.18455,1.18464,4140079956.0547
06.08.2020 17:35:00.000 GMT+0530,1.18463,1.18464,1.18404,1.18452,3987009948.7304997
06.08.2020 17:40:00.000 GMT+0530,1.18453,1.18453,1.18369,1.18421,3664479980.4688
06.08.2020 17:45:00.000 GMT+0530,1.18422,1.18441,1.18402,1.18440,4079070068.3594
06.08.2020 17:50:00.000 GMT+0530,1.18439,1.18481,1.18435,1.18471,3668260070.8009005
06.08.2020 17:55:00.000 GMT+0530,1.18472,1.18528,1.18466,1.18469,3880510101.3183
06.08.2020 18:00:00.000 GMT+0530,1.18471,1.18571,1.18453,1.18541,3907050048.8282003
06.08.2020 18:05:00.000 GMT+0530,1.18541,1.18550,1.18461,1.18538,5863010070.8009
06.08.2020 18:10:00.000 GMT+0530,1.18537,1.18642,1.18528,1.18595,5015349975.5859995
06.08.2020 18:15:00.000 GMT+0530,1.18594,1.18594,1.18518,1.18536,4241969970.7031
06.08.2020 18:20:00.000 GMT+0530,1.18537,1.18558,1.18492,1.18497,3997759948.7305
06.08.2020 18:25:00.000 GMT+0530,1.18496,1.18528,1.18474,1.18491,3268869995.1172
06.08.2020 18:30:00.000 GMT+0530,1.18490,1.18530,1.18449,1.18484,3785260009.7657003
06.08.2020 18:35:00.000 GMT+0530,1.18478,1.18537,1.18463,1.18464,3796140014.6485
06.08.2020 18:40:00.000 GMT+0530,1.18463,1.18479,1.18412,1.18449,2631180023.1933
06.08.2020 18:45:00.000 GMT+0530,1.18447,1.18457,1.18323,1.18350,3170820007.3241997
06.08.2020 18:50:00.000 GMT+0530,1.18350,1.18440,1.18339,1.18420,3533100036.6211996
06.08.2020 18:55:00.000 GMT+0530,1.18417,1.18459,1.18415,1.18442,3857470031.7383995
06.08.2020 19:00:00.000 GMT+0530,1.18442,1.18459,1.18421,1.18439,5407919982.9103
06.08.2020 19:05:00.000 GMT+0530,1.18438,1.18517,1.18432,1.18493,7689839965.820399
06.08.2020 19:10:00.000 GMT+0530,1.18493,1.18550,1.18488,1.18546,5136270141.6016
06.08.2020 19:15:00.000 GMT+0530,1.18546,1.18634,1.18533,1.18617,5960780029.2969
06.08.2020 19:20:00.000 GMT+0530,1.18616,1.18666,1.18593,1.18594,4750639953.6133
06.08.2020 19:25:00.000 GMT+0530,1.18595,1.18646,1.18563,1.18566,4939019897.4611
06.08.2020 19:30:00.000 GMT+0530,1.18566,1.18590,1.18476,1.18495,5293950012.207199
06.08.2020 19:35:00.000 GMT+0530,1.18494,1.18494,1.18228,1.18317,4649460021.9725
06.08.2020 19:40:00.000 GMT+0530,1.18317,1.18409,1.18314,1.18356,4588459960.9375
06.08.2020 19:45:00.000 GMT+0530,1.18357,1.18425,1.18333,1.18335,5020989929.1992
06.08.2020 19:50:00.000 GMT+0530,1.18334,1.18371,1.18293,1.18330,4612019958.496
06.08.2020 19:55:00.000 GMT+0530,1.18330,1.18344,1.18257,1.18265,4159159973.1445003
06.08.2020 20:00:00.000 GMT+0530,1.18265,1.18293,1.18211,1.18251,3967119995.1173005
06.08.2020 20:05:00.000 GMT+0530,1.18250,1.18312,1.18247,1.18281,4957369934.0821
06.08.2020 20:10:00.000 GMT+0530,1.18280,1.18298,1.18181,1.18246,6592920104.9806
06.08.2020 20:15:00.000 GMT+0530,1.18247,1.18288,1.18206,1.18259,5019970031.7383995
06.08.2020 20:20:00.000 GMT+0530,1.18259,1.18335,1.18241,1.18331,6858789855.957101
06.08.2020 20:25:00.000 GMT+0530,1.18334,1.18454,1.18320,1.18439,6307579956.0547
06.08.2020 20:30:00.000 GMT+0530,1.18440,1.18476,1.18389,1.18476,5585350097.6562
06.08.2020 20:35:00.000 GMT+0530,1.18477,1.18501,1.18455,1.18494,5064150024.4140005
06.08.2020 20:40:00.000 GMT+0530,1.18494,1.18551,1.18469,1.18483,4531340087.8906
06.08.2020 20:45:00.000 GMT+0530,1.18484,1.18504,1.18428,1.18462,3932110046.3868
06.08.2020 20:50:00.000 GMT+0530,1.18464,1.18517,1.18448,1.18451,3578080047.6075
06.08.2020 20:55:00.000 GMT+0530,1.18452,1.18495,1.18444,1.18475,3337540008.5448
06.08.2020 21:00:00.000 GMT+0530,1.18475,1.18488,1.18416,1.18434,3313170013.4278
06.08.2020 21:05:00.000 GMT+0530,1.18435,1.18448,1.18387,1.18419,2986020019.5313005
06.08.2020 21:10:00.000 GMT+0530,1.18419,1.18444,1.18387,1.18431,5611679901.123001
06.08.2020 21:15:00.000 GMT+0530,1.18430,1.18499,1.18410,1.18499,1489050003.0516999
06.08.2020 21:20:00.000 GMT+0530,1.18499,1.18504,1.18468,1.18484,1126489990.2342
06.08.2020 21:25:00.000 GMT+0530,1.18485,1.18555,1.18454,1.18544,1016709991.4550999
06.08.2020 21:30:00.000 GMT+0530,1.18547,1.18736,1.18543,1.18711,2297099975.586
06.08.2020 21:35:00.000 GMT+0530,1.18708,1.18897,1.18704,1.18856,2523930053.7109003
06.08.2020 21:40:00.000 GMT+0530,1.18856,1.18909,1.18852,1.18864,1946700027.4658
06.08.2020 21:45:00.000 GMT+0530,1.18866,1.18872,1.18814,1.18846,1498510009.7656
06.08.2020 21:50:00.000 GMT+0530,1.18847,1.18850,1.18754,1.18758,1303930007.9345
06.08.2020 21:55:00.000 GMT+0530,1.18757,1.18785,1.18730,1.18746,1079449981.6894
06.08.2020 22:00:00.000 GMT+0530,1.18746,1.18758,1.18717,1.18747,725999992.3707
06.08.2020 22:05:00.000 GMT+0530,1.18746,1.18760,1.18739,1.18745,783930007.9345
06.08.2020 22:10:00.000 GMT+0530,1.18742,1.18749,1.18704,1.18749,969700012.2072
06.08.2020 22:15:00.000 GMT+0530,1.18748,1.18748,1.18693,1.18734,935940002.4413
06.08.2020 22:20:00.000 GMT+0530,1.18732,1.18790,1.18705,1.18789,690989997.8636
06.08.2020 22:25:00.000 GMT+0530,1.18786,1.18804,1.18745,1.18804,825440002.4414
06.08.2020 22:30:00.000 GMT+0530,1.18804,1.18841,1.18788,1.18824,993420013.4276999
06.08.2020 22:35:00.000 GMT+0530,1.18823,1.18827,1.18764,1.18765,1095319992.0655
06.08.2020 22:40:00.000 GMT+0530,1.18764,1.18764,1.18730,1.18748,1339179992.6758
06.08.2020 22:45:00.000 GMT+0530,1.18746,1.18752,1.18681,1.18690,773869995.1171999
06.08.2020 22:50:00.000 GMT+0530,1.18690,1.18696,1.18673,1.18689,669140014.6484
06.08.2020 22:55:00.000 GMT+0530,1.18689,1.18726,1.18681,1.18726,357560009.0028
06.08.2020 23:00:00.000 GMT+0530,1.18724,1.18739,1.18716,1.18730,381460010.5287
06.08.2020 23:05:00.000 GMT+0530,1.18732,1.18756,1.18732,1.18756,311670001.98359996
06.08.2020 23:10:00.000 GMT+0530,1.18755,1.18821,1.18752,1.18820,623270004.2725
06.08.2020 23:15:00.000 GMT+0530,1.18820,1.18939,1.18803,1.18928,1548360015.8690999
06.08.2020 23:20:00.000 GMT+0530,1.18929,1.18939,1.18860,1.18880,1221350006.1035
06.08.2020 23:25:00.000 GMT+0530,1.18879,1.18879,1.18776,1.18790,1063029983.5204
06.08.2020 23:30:00.000 GMT+0530,1.18790,1.18793,1.18761,1.18762,769099983.2154001
06.08.2020 23:35:00.000 GMT+0530,1.18761,1.18761,1.18713,1.18728,771099998.4741001
06.08.2020 23:40:00.000 GMT+0530,1.18724,1.18768,1.18719,1.18724,522909996.0328
06.08.2020 23:45:00.000 GMT+0530,1.18722,1.18760,1.18705,1.18726,616030006.4086001
06.08.2020 23:50:00.000 GMT+0530,1.18725,1.18729,1.18688,1.18688,638980003.3569
06.08.2020 23:55:00.000 GMT+0530,1.18689,1.18705,1.18679,1.18690,842470001.2207999
07.08.2020 00:00:00.000 GMT+0530,1.18689,1.18707,1.18680,1.18682,1271889999.3896
07.08.2020 00:05:00.000 GMT+0530,1.18682,1.18721,1.18676,1.18719,765839996.3379
07.08.2020 00:10:00.000 GMT+0530,1.18717,1.18751,1.18710,1.18747,675980003.357
07.08.2020 00:15:00.000 GMT+0530,1.18749,1.18750,1.18718,1.18749,661670021.0571
07.08.2020 00:20:00.000 GMT+0530,1.18749,1.18777,1.18742,1.18743,730879989.6240001
07.08.2020 00:25:00.000 GMT+0530,1.18742,1.18760,1.18716,1.18744,948030014.0381
07.08.2020 00:30:00.000 GMT+0530,1.18742,1.18800,1.18707,1.18786,773429992.6757
07.08.2020 00:35:00.000 GMT+0530,1.18782,1.18789,1.18712,1.18726,855499984.7412
07.08.2020 00:40:00.000 GMT+0530,1.18726,1.18770,1.18634,1.18755,1287330017.0898001
07.08.2020 00:45:00.000 GMT+0530,1.18755,1.18797,1.18738,1.18759,1099139999.3896
07.08.2020 00:50:00.000 GMT+0530,1.18758,1.18778,1.18753,1.18754,806309997.5586001
07.08.2020 00:55:00.000 GMT+0530,1.18752,1.18754,1.18713,1.18729,508460006.71389997
07.08.2020 01:00:00.000 GMT+0530,1.18729,1.18759,1.18720,1.18729,814820007.3242
07.08.2020 01:05:00.000 GMT+0530,1.18727,1.18733,1.18701,1.18714,480129997.2533
07.08.2020 01:10:00.000 GMT+0530,1.18714,1.18714,1.18686,1.18690,502169998.1689
07.08.2020 01:15:00.000 GMT+0530,1.18692,1.18702,1.18654,1.18678,564350013.7329999
07.08.2020 01:20:00.000 GMT+0530,1.18676,1.18736,1.18676,1.18725,594350006.1035
07.08.2020 01:25:00.000 GMT+0530,1.18725,1.18751,1.18711,1.18749,569619995.1171
07.08.2020 01:30:00.000 GMT+0530,1.18750,1.18781,1.18724,1.18779,279319995.88019997
07.08.2020 01:35:00.000 GMT+0530,1.18780,1.18793,1.18759,1.18791,217699998.8556
07.08.2020 01:40:00.000 GMT+0530,1.18789,1.18792,1.18770,1.18787,176309997.5586
07.08.2020 01:45:00.000 GMT+0530,1.18786,1.18802,1.18784,1.18798,148810001.3732
07.08.2020 01:50:00.000 GMT+0530,1.18799,1.18800,1.18793,1.18795,121259999.27520001
07.08.2020 01:55:00.000 GMT+0530,1.18794,1.18801,1.18779,1.18794,183709999.0845
07.08.2020 02:00:00.000 GMT+0530,1.18788,1.18797,1.18771,1.18771,129530001.16340001
07.08.2020 02:05:00.000 GMT+0530,1.18770,1.18781,1.18745,1.18755,343240004.5395
07.08.2020 02:10:00.000 GMT+0530,1.18755,1.18771,1.18749,1.18764,115449998.8556
07.08.2020 02:15:00.000 GMT+0530,1.18765,1.18766,1.18756,1.18757,73210001.4687
07.08.2020 02:20:00.000 GMT+0530,1.18757,1.18785,1.18757,1.18777,123800000.1907
07.08.2020 02:25:00.000 GMT+0530,1.18772,1.18786,1.18768,1.18769,154150001.5258
07.08.2020 02:30:00.000 GMT+0530,1.18771,1.18778,1.18750,1.18759,26950000.1669
07.08.2020 02:35:00.000 GMT+0530,1.18760,1.18772,1.18730,1.18748,114520002.96100001
07.08.2020 02:40:00.000 GMT+0530,1.18751,1.18763,1.18749,1.18751,277439992.9046
07.08.2020 02:45:00.000 GMT+0530,1.18760,1.18760,1.18722,1.18725,182999996.1853
07.08.2020 02:50:00.000 GMT+0530,1.18752,1.18805,1.18750,1.18765,231949996.9482
07.08.2020 02:55:00.000 GMT+0530,1.18764,1.18772,1.18749,1.18754,179979999.5422
07.08.2020 03:00:00.000 GMT+0530,1.18754,1.18777,1.18752,1.18773,59620000.839200005
07.08.2020 03:05:00.000 GMT+0530,1.18773,1.18776,1.18773,1.18775,25500000
07.08.2020 03:10:00.000 GMT+0530,1.18775,1.18778,1.18775,1.18777,9750000
07.08.2020 03:15:00.000 GMT+0530,1.18778,1.18794,1.18778,1.18793,33190000.0572
07.08.2020 03:20:00.000 GMT+0530,1.18793,1.18793,1.18779,1.18780,33850001.335099995
07.08.2020 03:25:00.000 GMT+0530,1.18781,1.18781,1.18775,1.18775,11970000.0882
07.08.2020 03:30:00.000 GMT+0530,1.18775,1.18802,1.18775,1.18800,133070002.55590001
07.08.2020 03:35:00.000 GMT+0530,1.18799,1.18800,1.18784,1.18791,50360000.1335
07.08.2020 03:40:00.000 GMT+0530,1.18790,1.18793,1.18783,1.18785,63909998.8937
07.08.2020 03:45:00.000 GMT+0530,1.18784,1.18790,1.18774,1.18774,61500000.953600004
07.08.2020 03:50:00.000 GMT+0530,1.18775,1.18813,1.18775,1.18813,295809999.4659
07.08.2020 03:55:00.000 GMT+0530,1.18813,1.18822,1.18808,1.18821,117110003.47129999
07.08.2020 04:00:00.000 GMT+0530,1.18821,1.18821,1.18801,1.18806,130049998.2834
07.08.2020 04:05:00.000 GMT+0530,1.18806,1.18807,1.18792,1.18798,146370000.8392
07.08.2020 04:10:00.000 GMT+0530,1.18799,1.18812,1.18799,1.18803,90560000.4196
07.08.2020 04:15:00.000 GMT+0530,1.18803,1.18809,1.18797,1.18809,77499999.0463
07.08.2020 04:20:00.000 GMT+0530,1.18808,1.18831,1.18807,1.18828,80760002.1362
07.08.2020 04:25:00.000 GMT+0530,1.18827,1.18833,1.18811,1.18815,59550000.190699995
07.08.2020 04:30:00.000 GMT+0530,1.18817,1.18817,1.18786,1.18794,156169999.12260002
07.08.2020 04:35:00.000 GMT+0530,1.18793,1.18811,1.18787,1.18805,92229999.5422
07.08.2020 04:40:00.000 GMT+0530,1.18805,1.18808,1.18757,1.18759,217199998.8556
07.08.2020 04:45:00.000 GMT+0530,1.18760,1.18761,1.18753,1.18757,121619998.455
07.08.2020 04:50:00.000 GMT+0530,1.18756,1.18757,1.18738,1.18750,138890000.5817
07.08.2020 04:55:00.000 GMT+0530,1.18750,1.18759,1.18750,1.18755,138629999.16079998
07.08.2020 05:00:00.000 GMT+0530,1.18754,1.18768,1.18752,1.18766,130890002.25060001
07.08.2020 05:05:00.000 GMT+0530,1.18763,1.18766,1.18751,1.18762,108309999.9428
07.08.2020 05:10:00.000 GMT+0530,1.18761,1.18762,1.18737,1.18751,180180000.30519998
07.08.2020 05:15:00.000 GMT+0530,1.18749,1.18750,1.18731,1.18740,120650001.04910001
07.08.2020 05:20:00.000 GMT+0530,1.18740,1.18762,1.18737,1.18762,262349998.4741
07.08.2020 05:25:00.000 GMT+0530,1.18760,1.18765,1.18745,1.18757,259319993.9728
07.08.2020 05:30:00.000 GMT+0530,1.18757,1.18762,1.18723,1.18756,2897790107.7270994
07.08.2020 05:35:00.000 GMT+0530,1.18757,1.18783,1.18750,1.18777,207449996.9482
07.08.2020 05:40:00.000 GMT+0530,1.18777,1.18785,1.18749,1.18758,249869993.2099
07.08.2020 05:45:00.000 GMT+0530,1.18760,1.18786,1.18760,1.18775,268209999.08449996
07.08.2020 05:50:00.000 GMT+0530,1.18775,1.18790,1.18756,1.18758,267719997.40599996
07.08.2020 05:55:00.000 GMT+0530,1.18759,1.18782,1.18758,1.18782,292569992.0655
07.08.2020 06:00:00.000 GMT+0530,1.18780,1.18821,1.18775,1.18821,503610000.6103
07.08.2020 06:05:00.000 GMT+0530,1.18821,1.18821,1.18772,1.18792,303929992.67579997
07.08.2020 06:10:00.000 GMT+0530,1.18790,1.18790,1.18749,1.18750,299180002.2125
07.08.2020 06:15:00.000 GMT+0530,1.18750,1.18770,1.18734,1.18745,901360027.3133001
07.08.2020 06:20:00.000 GMT+0530,1.18745,1.18760,1.18718,1.18719,515269992.8284
07.08.2020 06:25:00.000 GMT+0530,1.18720,1.18750,1.18718,1.18743,483100013.7329
07.08.2020 06:30:00.000 GMT+0530,1.18743,1.18747,1.18700,1.18706,599190010.0709
07.08.2020 06:35:00.000 GMT+0530,1.18708,1.18727,1.18705,1.18710,416970001.22080004
07.08.2020 06:40:00.000 GMT+0530,1.18709,1.18741,1.18709,1.18732,432420005.7983
07.08.2020 06:45:00.000 GMT+0530,1.18728,1.18736,1.18685,1.18730,538210006.7139001
07.08.2020 06:50:00.000 GMT+0530,1.18729,1.18736,1.18701,1.18706,312400001.5259
07.08.2020 06:55:00.000 GMT+0530,1.18707,1.18707,1.18666,1.18690,700699981.6895
07.08.2020 07:00:00.000 GMT+0530,1.18691,1.18722,1.18673,1.18697,715550003.0518
07.08.2020 07:05:00.000 GMT+0530,1.18698,1.18708,1.18635,1.18662,618909980.7738999
07.08.2020 07:10:00.000 GMT+0530,1.18662,1.18674,1.18646,1.18648,400299995.4223
07.08.2020 07:15:00.000 GMT+0530,1.18649,1.18683,1.18645,1.18681,417599998.4742
07.08.2020 07:20:00.000 GMT+0530,1.18682,1.18702,1.18675,1.18687,497620010.376
07.08.2020 07:25:00.000 GMT+0530,1.18688,1.18694,1.18669,1.18689,477060009.0027
07.08.2020 07:30:00.000 GMT+0530,1.18689,1.18695,1.18669,1.18688,388170001.9836
07.08.2020 07:35:00.000 GMT+0530,1.18690,1.18691,1.18671,1.18682,391319995.88
07.08.2020 07:40:00.000 GMT+0530,1.18679,1.18683,1.18642,1.18656,588379997.2533
07.08.2020 07:45:00.000 GMT+0530,1.18657,1.18658,1.18628,1.18637,324949996.9483
07.08.2020 07:50:00.000 GMT+0530,1.18638,1.18659,1.18636,1.18647,372799999.23700005
07.08.2020 07:55:00.000 GMT+0530,1.18646,1.18646,1.18463,1.18471,787549999.237
07.08.2020 08:00:00.000 GMT+0530,1.18473,1.18514,1.18462,1.18512,1023350006.1036
07.08.2020 08:05:00.000 GMT+0530,1.18511,1.18514,1.18472,1.18492,580349998.4741001
07.08.2020 08:10:00.000 GMT+0530,1.18493,1.18503,1.18475,1.18495,440540008.545
07.08.2020 08:15:00.000 GMT+0530,1.18495,1.18495,1.18465,1.18480,775320007.3241999
07.08.2020 08:20:00.000 GMT+0530,1.18479,1.18481,1.18365,1.18387,809890007.0189999
07.08.2020 08:25:00.000 GMT+0530,1.18389,1.18422,1.18325,1.18388,1006819992.0654999
07.08.2020 08:30:00.000 GMT+0530,1.18390,1.18408,1.18375,1.18406,686920013.4277999
07.08.2020 08:35:00.000 GMT+0530,1.18407,1.18411,1.18379,1.18386,517069999.6949
07.08.2020 08:40:00.000 GMT+0530,1.18383,1.18387,1.18328,1.18369,692969985.9619
07.08.2020 08:45:00.000 GMT+0530,1.18369,1.18387,1.18360,1.18380,352159996.0327
07.08.2020 08:50:00.000 GMT+0530,1.18378,1.18381,1.18348,1.18368,484310005.188
07.08.2020 08:55:00.000 GMT+0530,1.18366,1.18370,1.18269,1.18285,770950012.207
07.08.2020 09:00:00.000 GMT+0530,1.18284,1.18342,1.18284,1.18306,754619995.1172
07.08.2020 09:05:00.000 GMT+0530,1.18307,1.18308,1.18248,1.18250,779930007.9345
07.08.2020 09:10:00.000 GMT+0530,1.18251,1.18288,1.18243,1.18262,7701879936.2183
07.08.2020 09:15:00.000 GMT+0530,1.18262,1.18309,1.18260,1.18305,1519330032.3487
07.08.2020 09:20:00.000 GMT+0530,1.18306,1.18309,1.18269,1.18280,434209995.2697
07.08.2020 09:25:00.000 GMT+0530,1.18279,1.18288,1.18234,1.18264,736399993.8964001
07.08.2020 09:30:00.000 GMT+0530,1.18266,1.18281,1.18199,1.18250,2414730026.2450995
07.08.2020 09:35:00.000 GMT+0530,1.18249,1.18336,1.18229,1.18336,993630012.5122
07.08.2020 09:40:00.000 GMT+0530,1.18338,1.18356,1.18308,1.18317,13277759727.4781
07.08.2020 09:45:00.000 GMT+0530,1.18316,1.18333,1.18301,1.18330,362869998.9318
07.08.2020 09:50:00.000 GMT+0530,1.18330,1.18352,1.18310,1.18351,385229995.7275
07.08.2020 09:55:00.000 GMT+0530,1.18350,1.18350,1.18304,1.18311,469839996.33790004
07.08.2020 10:00:00.000 GMT+0530,1.18311,1.18359,1.18311,1.18350,500529994.9647
07.08.2020 10:05:00.000 GMT+0530,1.18349,1.18361,1.18339,1.18360,341380001.06810004
07.08.2020 10:10:00.000 GMT+0530,1.18360,1.18369,1.18336,1.18359,405999999.9998999
07.08.2020 10:15:00.000 GMT+0530,1.18360,1.18372,1.18353,1.18354,328120000.8392
07.08.2020 10:20:00.000 GMT+0530,1.18353,1.18372,1.18353,1.18369,161329999.9237
07.08.2020 10:25:00.000 GMT+0530,1.18369,1.18381,1.18354,1.18355,309239997.8637
07.08.2020 10:30:00.000 GMT+0530,1.18356,1.18364,1.18342,1.18350,366310003.2806
07.08.2020 10:35:00.000 GMT+0530,1.18352,1.18359,1.18308,1.18308,332810009.0028
07.08.2020 10:40:00.000 GMT+0530,1.18308,1.18339,1.18304,1.18336,406099998.4742
07.08.2020 10:45:00.000 GMT+0530,1.18339,1.18360,1.18332,1.18341,3156620006.5612
07.08.2020 10:50:00.000 GMT+0530,1.18342,1.18384,1.18342,1.18379,530289993.2861
07.08.2020 10:55:00.000 GMT+0530,1.18379,1.18382,1.18360,1.18377,372380001.06810004
07.08.2020 11:00:00.000 GMT+0530,1.18378,1.18390,1.18366,1.18383,329830001.8311
07.08.2020 11:05:00.000 GMT+0530,1.18384,1.18407,1.18380,1.18388,312120002.7466
07.08.2020 11:10:00.000 GMT+0530,1.18389,1.18431,1.18384,1.18431,336260005.95100003
07.08.2020 11:15:00.000 GMT+0530,1.18431,1.18450,1.18417,1.18445,343480003.35679996
07.08.2020 11:20:00.000 GMT+0530,1.18445,1.18453,1.18430,1.18431,341789997.10080004
07.08.2020 11:25:00.000 GMT+0530,1.18428,1.18440,1.18424,1.18431,328739999.7711
07.08.2020 11:30:00.000 GMT+0530,1.18433,1.18458,1.18425,1.18433,1228949996.9482
07.08.2020 11:35:00.000 GMT+0530,1.18433,1.18474,1.18432,1.18434,958509979.248
07.08.2020 11:40:00.000 GMT+0530,1.18433,1.18451,1.18391,1.18401,863880004.8828
07.08.2020 11:45:00.000 GMT+0530,1.18402,1.18475,1.18395,1.18465,1075440017.7002
07.08.2020 11:50:00.000 GMT+0530,1.18465,1.18481,1.18419,1.18420,933400009.1552999
07.08.2020 11:55:00.000 GMT+0530,1.18416,1.18471,1.18414,1.18467,903980010.9863
07.08.2020 12:00:00.000 GMT+0530,1.18468,1.18471,1.18426,1.18446,878200012.2071
07.08.2020 12:05:00.000 GMT+0530,1.18445,1.18457,1.18427,1.18441,1240130004.8828
07.08.2020 12:10:00.000 GMT+0530,1.18441,1.18452,1.18397,1.18414,1072799972.5342001
07.08.2020 12:15:00.000 GMT+0530,1.18415,1.18426,1.18370,1.18384,1066039985.6566999
07.08.2020 12:20:00.000 GMT+0530,1.18384,1.18439,1.18367,1.18439,5239249916.0767
07.08.2020 12:25:00.000 GMT+0530,1.18438,1.18439,1.18303,1.18316,1769810028.0761
07.08.2020 12:30:00.000 GMT+0530,1.18316,1.18438,1.18316,1.18383,43456731140.136696
07.08.2020 12:35:00.000 GMT+0530,1.18381,1.18450,1.18380,1.18430,1810679992.6758
07.08.2020 12:40:00.000 GMT+0530,1.18429,1.18466,1.18416,1.18466,1618570007.3242002
07.08.2020 12:45:00.000 GMT+0530,1.18467,1.18509,1.18464,1.18465,1584589996.3379
07.08.2020 12:50:00.000 GMT+0530,1.18465,1.18465,1.18424,1.18454,2081089965.8202999
07.08.2020 12:55:00.000 GMT+0530,1.18454,1.18460,1.18376,1.18391,1256349975.586
07.08.2020 13:00:00.000 GMT+0530,1.18390,1.18415,1.18369,1.18405,1781129974.3653002
07.08.2020 13:05:00.000 GMT+0530,1.18403,1.18407,1.18354,1.18369,1506199981.6895
07.08.2020 13:10:00.000 GMT+0530,1.18369,1.18449,1.18366,1.18415,1713440017.7002
07.08.2020 13:15:00.000 GMT+0530,1.18413,1.18417,1.18373,1.18391,1398230010.9863
07.08.2020 13:20:00.000 GMT+0530,1.18391,1.18403,1.18339,1.18357,1748200012.2069998
07.08.2020 13:25:00.000 GMT+0530,1.18358,1.18419,1.18339,1.18406,1594670013.4277
07.08.2020 13:30:00.000 GMT+0530,1.18404,1.18405,1.18259,1.18268,1916439987.1825001
07.08.2020 13:35:00.000 GMT+0530,1.18267,1.18278,1.18242,1.18244,1733800018.3105
07.08.2020 13:40:00.000 GMT+0530,1.18244,1.18291,1.18214,1.18279,1192869995.1172
07.08.2020 13:45:00.000 GMT+0530,1.18279,1.18331,1.18273,1.18331,1334030014.0381
07.08.2020 13:50:00.000 GMT+0530,1.18328,1.18341,1.18307,1.18323,1083710006.7139
07.08.2020 13:55:00.000 GMT+0530,1.18322,1.18340,1.18298,1.18300,1241460006.7139
07.08.2020 14:00:00.000 GMT+0530,1.18301,1.18315,1.18228,1.18257,1570300003.0516999
07.08.2020 14:05:00.000 GMT+0530,1.18257,1.18297,1.18253,1.18274,1228370010.376
07.08.2020 14:10:00.000 GMT+0530,1.18275,1.18324,1.18268,1.18290,958149993.8964
07.08.2020 14:15:00.000 GMT+0530,1.18290,1.18307,1.18276,1.18295,956030006.4087999
07.08.2020 14:20:00.000 GMT+0530,1.18296,1.18332,1.18278,1.18307,969460014.3432
07.08.2020 14:25:00.000 GMT+0530,1.18306,1.18330,1.18285,1.18330,1277149978.6378
07.08.2020 14:30:00.000 GMT+0530,1.18330,1.18365,1.18265,1.18266,1525580001.8309999
07.08.2020 14:35:00.000 GMT+0530,1.18267,1.18280,1.18207,1.18268,1576099975.586
07.08.2020 14:40:00.000 GMT+0530,1.18267,1.18267,1.18139,1.18241,1987669982.9099998
07.08.2020 14:45:00.000 GMT+0530,1.18241,1.18277,1.18215,1.18249,6685830078.125099
07.08.2020 14:50:00.000 GMT+0530,1.18250,1.18282,1.18231,1.18272,1602970016.4795
07.08.2020 14:55:00.000 GMT+0530,1.18271,1.18275,1.18235,1.18254,1500539993.2861001
07.08.2020 15:00:00.000 GMT+0530,1.18252,1.18252,1.18195,1.18199,1544269989.0137
07.08.2020 15:05:00.000 GMT+0530,1.18198,1.18202,1.18096,1.18136,1887659973.1444998
07.08.2020 15:10:00.000 GMT+0530,1.18137,1.18148,1.18109,1.18141,1295559982.2998
07.08.2020 15:15:00.000 GMT+0530,1.18142,1.18161,1.18127,1.18127,1275260025.0244
07.08.2020 15:20:00.000 GMT+0530,1.18129,1.18175,1.18113,1.18174,1187399978.6377
07.08.2020 15:25:00.000 GMT+0530,1.18173,1.18178,1.18138,1.18174,1185319976.8066
